%Atmospheric Temperature [K],Atmospheric Pressure [Pa],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Applied Voltage [V],Angle of Attack [deg],Spanwise Location [in],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],%7/13/20229:25 AM
296.01,82743.078,0.974,29.939,436.432,501.216,6.357,10,1,3917.671,-2074.149,-104.296,-0.031,0.044,-331.449,-1141.622,-1132.956,-937.838,-732.539,-613.602,-500.542,-314.772,-186.473,9.815,3.276,13.836,33.3,46.376,100.111,176.598,
296.241,82683.992,0.972,29.964,436.349,502.825,6.357,10,1,3917.671,-2074.149,-104.296,-0.03,0.044,-333.504,-1125.48,-1137.227,-939.714,-737.501,-610.591,-515.496,-334.365,-203.223,-9.278,-11.602,1.277,16.441,39.152,103.226,197.135,
296.241,82683.992,0.972,29.964,436.512,502.791,6.357,10,1,3917.671,-2074.149,-104.296,-0.03,0.044,-489.334,-1194.06,-1176.417,-951.177,-746.238,-616.924,-509.621,-326.549,-191.163,3.863,7.925,21.605,36.023,58.728,105.822,178.29,
296.365,82720.672,0.972,29.968,436.294,502.494,6.357,10,1,3917.671,-2074.149,-104.296,-0.031,0.044,-261.699,-1141.178,-1150.789,-936.901,-728.333,-604.776,-502.892,-313.915,-196.523,1.462,-4.746,8.727,22.514,39.257,92.114,164.636,
296.015,82757.867,0.974,29.95,436.82,502.898,6.357,10,1,3917.671,-2074.149,-104.296,-0.031,0.044,-210.657,-1138.951,-1165.311,-953.159,-746.449,-624.503,-523.935,-328.69,-203.446,-2.919,-9.071,2.129,19.477,31.824,92.218,182.127,
296.015,82757.867,0.974,29.95,436.82,502.898,6.357,10,1,3917.671,-2074.149,-104.296,-0.031,0.044,-323.988,-1138.395,-1161.574,-953.888,-743.645,-620.455,-507.271,-324.408,-185.803,5.012,4.227,17.455,31.939,46.899,105.719,201.084,
295.998,82740.234,0.974,29.956,436.608,500.893,6.357,10,1,3917.671,-2074.149,-104.296,-0.031,0.044,-351.131,-1150.418,-1157.623,-943.154,-736.527,-611.63,-511.653,-321.731,-184.017,6.369,9.827,21.712,38.117,50.563,97.514,180.209,
295.998,82740.234,0.974,29.956,436.917,501.678,6.357,10,1,3917.671,-2074.149,-104.296,-0.031,0.044,-251.75,-1116.685,-1139.898,-935.964,-763.489,-604.051,-522.334,-330.725,-186.362,-15.429,-15.083,-0.212,14.66,39.99,98.657,188.672,
296.098,82787.961,0.974,29.929,436.25,500.179,6.357,10,1,3917.671,-2074.149,-104.296,-0.03,0.044,-386.817,-1118.689,-1148.654,-945.655,-735.449,-613.499,-500.757,-315.843,-193.256,1.253,1.057,15.858,31.415,52.029,111.534,195.442,
296.012,82744.047,0.974,29.95,436.745,499.462,6.357,10,1,3917.671,-2074.149,-104.296,-0.03,0.044,-321.392,-1109.003,-1131.89,-937.839,-734.047,-609.242,-497.873,-298.82,-186.892,11.486,4.86,10.962,28.483,44.177,97.203,178.403,
296.113,82796.484,0.974,29.928,436.232,501.945,6.357,10,1,3917.671,-2074.149,-104.296,-0.03,0.044,-323.123,-1150.084,-1155.381,-953.68,-746.557,-620.767,-516.139,-332.224,-198.168,-19.703,-19.938,-7.012,5.969,30.777,91.18,168.022,
296.001,82739.594,0.974,29.919,435.841,498.851,6.357,10,1,3917.671,-2074.149,-104.296,-0.03,0.044,-285.057,-1135.611,-1139.684,-937.527,-727.899,-603.428,-491.464,-311.989,-188.567,6.996,3.17,14.685,33.614,49.83,108.419,205.937,
296.001,82739.594,0.974,29.919,435.841,498.851,6.357,10,1,3917.671,-2074.149,-104.296,-0.03,0.044,-359.35,-1115.238,-1142.674,-935.651,-730.488,-601.559,-492.853,-310.49,-181.421,5.638,3.486,11.067,28.379,39.048,90.141,179.419,
296.093,82784.602,0.974,29.932,436.318,501.639,6.357,10,1,3917.671,-2074.149,-104.296,-0.03,0.044,-318.256,-1140.844,-1160.933,-960.141,-758.205,-631.876,-528.53,-347.106,-206.653,-10.112,-3.165,8.3,24.399,41.665,92.945,174.115,
296.015,82744.625,0.974,29.938,436.388,500.632,6.357,10,1,3917.671,-2074.149,-104.296,-0.03,0.044,-248.506,-1109.782,-1140.539,-937.006,-735.017,-608.723,-513.575,-323.445,-187.115,9.397,10.459,19.58,32.882,51.296,107.054,196.232,
296.015,82744.625,0.974,29.938,436.388,500.632,6.357,10,1,3917.671,-2074.149,-104.296,-0.03,0.044,-397.199,-1148.749,-1153.352,-933.879,-727.899,-603.739,-503.321,-322.267,-195.712,-3.023,-5.486,5.746,22.619,42.607,96.048,162.833,
296.004,82741.656,0.974,29.939,436.867,498.683,6.357,10,1,3917.671,-2074.149,-104.296,-0.03,0.044,-343.617,-1130.045,-1158.798,-951.804,-749.253,-610.28,-504.603,-320.554,-190.241,-1.459,-4.325,7.981,22.41,42.921,103.42,192.962,
296.004,82741.656,0.974,29.939,436.426,498.683,6.357,10,1,3917.671,-2074.149,-104.296,-0.03,0.044,-280.581,-1118.578,-1146.839,-937.11,-742.567,-607.373,-503.321,-312.738,-177.849,-0.521,-5.275,6.491,26.598,39.362,100.72,192.624,
296.1,82790.602,0.974,29.939,436.548,502.908,6.357,10,1,3917.671,-2074.149,-104.296,-0.03,0.044,-447.632,-1158.1,-1154.1,-935.755,-729.193,-605.92,-504.603,-326.121,-193.814,-11.467,-4.642,8.62,22.41,38.943,89.402,174.23,
296.071,82773.945,0.974,29.942,436.596,500.82,6.357,10,1,3917.671,-2074.149,-104.296,-0.03,0.044,-319.505,-1117.687,-1141.393,-946.489,-733.507,-610.384,-507.914,-322.481,-189.348,5.116,4.754,16.175,32.149,50.773,105.808,189.915,
296.075,82794.156,0.974,30.196,444.118,510.314,6.426,10,2,3917.671,-2074.149,104.223,-0.031,0.044,-377.244,-1214.214,-1213.766,-1029.55,-830.032,-692.301,-594.117,-410.384,-216.253,-12.406,1.902,23.411,49.629,66.79,119.618,206.051,
295.961,82736.875,0.974,30.211,444.668,511.221,6.426,10,2,3917.671,-2074.149,104.223,-0.031,0.044,-410.762,-1225.457,-1227.223,-1030.071,-849.013,-687.632,-586.746,-400.534,-214.467,-14.908,2.536,22.986,45.545,68.255,124.29,215.417,
296.101,82804.164,0.974,30.211,444.591,509.767,6.426,10,2,3917.671,-2074.149,104.223,-0.031,0.044,-436.928,-1230.801,-1227.672,-1023.922,-815.257,-692.612,-591.339,-399.035,-209.331,-25.124,-11.499,11.706,38.007,62.288,119.721,206.39,
296.018,82763.289,0.974,30.24,445.535,511.739,6.424,10,2,3917.671,-2074.149,104.223,-0.031,0.044,-392.165,-1228.909,-1220.304,-1030.487,-833.267,-691.679,-589.523,-402.247,-212.122,-21.996,-9.283,11.174,38.112,59.462,116.087,207.857,
296.074,82790.539,0.974,30.254,445.809,516.588,6.424,10,2,3917.671,-2074.149,104.223,-0.031,0.044,-462.554,-1248.392,-1243.262,-1038.198,-829.277,-698.419,-601.273,-401.497,-215.36,-22.83,-9.494,13.515,37.902,59.985,121.487,207.97,
296.074,82790.539,0.974,30.254,445.809,516.588,6.424,10,2,3917.671,-2074.149,104.223,-0.031,0.044,-415.736,-1226.125,-1224.789,-1022.879,-819.894,-690.744,-580.764,-392.718,-206.428,-8.548,0.845,21.177,47.325,64.068,114.01,200.748,
295.96,82736.102,0.974,30.279,446.442,512.641,6.425,10,2,3917.671,-2074.149,104.223,-0.031,0.044,-395.193,-1228.797,-1222.12,-1025.484,-818.923,-695.203,-597.961,-411.775,-229.427,-25.124,-5.486,17.771,38.74,60.823,109.546,203.795,
296.007,82757.352,0.974,30.287,446.727,514.302,6.425,10,2,3917.671,-2074.149,104.223,-0.031,0.044,-427.954,-1226.014,-1224.789,-1030.591,-822.267,-694.27,-591.125,-396.785,-204.419,-8.548,5.706,29.583,49.838,77.887,131.87,217.336,
296.007,82757.352,0.974,30.287,446.727,514.302,6.425,10,2,3917.671,-2074.149,104.223,-0.031,0.044,-384.813,-1216.551,-1217.742,-1027.464,-850.415,-680.467,-588.668,-401.817,-217.036,-21.475,-8.439,11.706,40.101,57.263,110.999,201.199,
296.015,82763.031,0.974,30.302,447.167,514.555,6.424,10,2,3917.671,-2074.149,104.223,-0.031,0.044,-413.898,-1220.225,-1220.945,-1032.467,-843.189,-696.966,-597.106,-414.45,-229.093,-22.935,-6.646,15.643,36.646,60.09,113.907,202.215,
295.952,82734.164,0.974,30.309,447.321,513.527,6.424,10,2,3917.671,-2074.149,104.223,-0.031,0.044,-434.658,-1240.153,-1234.72,-1034.03,-828.522,-693.025,-597.961,-405.457,-218.599,-21.58,-8.123,13.302,38.53,62.602,117.125,202.553,
296.102,82807.203,0.974,30.305,447.321,513.527,6.424,10,2,3917.671,-2074.149,104.223,-0.031,0.044,-410.438,-1251.954,-1244.543,-1049.974,-851.494,-710.239,-610.672,-414.772,-229.652,-29.711,-11.288,11.174,33.819,59.043,118.06,208.985,
296.014,82763.094,0.974,30.336,447.37,513.691,6.424,10,2,3917.671,-2074.149,104.223,-0.031,0.044,-428.603,-1233.362,-1234.186,-1039.97,-850.847,-688.254,-590.27,-400.211,-208.328,-18.765,-6.963,13.728,40.212,58.624,110.792,201.763,
296.008,82760.187,0.974,30.346,448.474,518.361,6.424,10,2,3917.671,-2074.149,104.223,-0.031,0.044,-432.928,-1245.274,-1239.845,-1047.578,-839.846,-706.091,-605.652,-414.45,-223.623,-26.479,-11.182,12.238,33.196,58.624,110.584,199.168,
296.008,82760.187,0.974,30.346,448.474,518.361,6.424,10,2,3917.671,-2074.149,104.223,-0.031,0.044,-389.354,-1230.245,-1233.652,-1038.198,-837.905,-699.766,-602.34,-411.988,-224.404,-14.699,2.113,23.624,43.772,65.324,120.034,207.857,
295.954,82734.234,0.974,30.359,448.793,515.324,6.424,10,2,3917.671,-2074.149,104.223,-0.031,0.044,-402.653,-1235.811,-1260.347,-1054.247,-836.611,-703.602,-610.031,-414.343,-222.953,-18.035,-0.211,22.773,46.6,69.198,115.569,205.488,
295.954,82734.234,0.974,30.359,448.793,515.324,6.424,10,2,3917.671,-2074.149,104.223,-0.031,0.044,-401.633,-1230.245,-1230.555,-1034.655,-830.14,-693.233,-603.088,-414.45,-228.982,-20.12,-7.068,13.94,38.746,57.892,113.077,201.425,
296.009,82762.898,0.974,30.377,449.397,513.262,6.423,10,2,3917.671,-2074.149,104.223,-0.03,0.044,-400.552,-1240.931,-1241.447,-1039.345,-862.494,-690.537,-600.631,-407.812,-225.521,-24.811,-9.705,12.451,34.662,61.765,118.165,204.698,
296.009,82762.898,0.974,30.377,449.397,513.262,6.423,10,2,3917.671,-2074.149,104.223,-0.03,0.044,-426.073,-1255.293,-1258.211,-1057.269,-838.983,-715.009,-607.147,-417.662,-228.647,-23.769,-4.325,19.368,41.364,65.429,124.498,215.418,
296.073,82792.867,0.974,30.358,448.982,514.481,6.423,10,2,3917.671,-2074.149,104.223,-0.03,0.044,-425.965,-1243.714,-1240.913,-1039.345,-834.022,-698.107,-596.679,-397.427,-208.216,-16.68,-5.802,16.494,44.191,63.126,118.476,207.293,
296.055,82785.633,0.974,29.556,425.473,491.688,6.394,10,3,3917.671,-2074.149,-104.296,-0.031,0.044,-444.24,-1233.583,-1217.527,-1028.088,-874.168,-678.493,-597.96,-407.491,-211.932,-24.811,-9.6,14.368,49.217,65.01,128.15,213.949,
295.953,82731.453,0.974,29.562,425.536,488.692,6.394,10,3,3917.671,-2074.149,-104.296,-0.031,0.044,-458.515,-1258.41,-1247.211,-1057.789,-893.692,-706.403,-612.38,-429.654,-227.007,-33.985,-11.182,14.9,42.725,68.988,134.278,219.478,
296.086,82797.773,0.974,29.588,426.414,489.298,6.394,10,3,3917.671,-2074.149,-104.296,-0.031,0.044,-463.814,-1248.947,-1238.028,-1039.031,-869.638,-687.007,-592.405,-398.605,-195.742,-5.525,14.582,39.592,69.218,90.134,151.932,235.163,
295.997,82755.023,0.974,29.58,426.109,490.054,6.394,10,3,3917.671,-2074.149,-104.296,-0.031,0.044,-436.995,-1238.704,-1226.176,-1037.052,-874.492,-691.054,-606.505,-420.446,-227.677,-30.753,-15.929,8.089,42.41,61.66,126.593,210.79,
296.027,82767.102,0.974,29.583,426.219,491.094,6.395,10,3,3917.671,-2074.149,-104.296,-0.032,0.044,-455.163,-1251.619,-1239.31,-1050.6,-882.446,-693.854,-591.657,-408.776,-207.019,-18.556,-0.633,24.692,51.835,77.153,147.259,232.794,
296.05,82779.82,0.974,29.628,427.535,491.026,6.395,10,3,3917.671,-2074.149,-104.296,-0.031,0.044,-437.103,-1229.909,-1217.099,-1024.025,-857.965,-672.992,-581.296,-394.215,-196.188,-10.946,1.796,24.266,60.317,75.374,135.316,218.576,
295.955,82729.969,0.974,29.659,428.326,496.037,6.395,10,3,3917.671,-2074.149,-104.296,-0.031,0.044,-448.025,-1244.494,-1233.757,-1050.183,-888.809,-704.121,-605.439,-422.266,-224.438,-31.9,-14.558,8.727,39.583,60.403,125.554,209.774,
296.088,82797.969,0.974,29.663,428.597,497.515,6.396,10,3,3917.671,-2074.149,-104.296,-0.03,0.044,-456.677,-1243.937,-1227.777,-1041.012,-883.74,-696.862,-598.71,-411.239,-210.704,-11.572,9.193,34.058,61.364,84.691,145.182,228.957,
295.999,82751.734,0.974,29.691,429.277,495.499,6.396,10,3,3917.671,-2074.149,-104.296,-0.031,0.044,-441.645,-1234.14,-1218.808,-1028.611,-862.386,-684.205,-613.237,-415.95,-220.645,-27.417,-9.916,13.836,48.065,66.475,126.385,209.435,
296.027,82768.453,0.974,29.705,429.733,497.514,6.396,10,3,3917.671,-2074.149,-104.296,-0.031,0.044,-469.653,-1254.625,-1245.61,-1053.622,-889.78,-705.987,-613.557,-427.085,-229.578,-32.421,-12.132,15.007,41.677,71.5,138.639,223.315,
296.05,82782.664,0.974,29.714,430.033,497.678,6.396,10,3,3917.671,-2074.149,-104.296,-0.03,0.044,-442.078,-1245.941,-1233.223,-1041.116,-883.201,-685.762,-596.36,-404.922,-205.682,-15.012,6.234,31.61,62.935,84.376,147.986,228.28,
295.956,82732.555,0.974,29.733,430.471,496.644,6.396,10,3,3917.671,-2074.149,-104.296,-0.031,0.044,-445.43,-1244.828,-1231.088,-1039.553,-871.769,-694.996,-610.46,-418.948,-218.3,-28.251,-10.02,12.663,47.018,64.172,127.631,211.467,
296.089,82799.711,0.974,29.76,431.412,498.7,6.396,10,3,3917.671,-2074.149,-104.296,-0.031,0.044,-442.186,-1238.148,-1229.059,-1042.158,-888.917,-690.433,-601.914,-412.31,-210.372,-15.637,5.389,27.242,55.71,77.677,140.093,225.798,
295.992,82750.891,0.974,29.783,431.958,496.501,6.396,10,3,3917.671,-2074.149,-104.296,-0.031,0.044,-439.266,-1220.891,-1209.091,-1019.44,-855.376,-672.68,-587.067,-395.929,-200.099,-10.633,8.242,29.796,62.831,77.573,136.77,218.35,
296.02,82765.289,0.974,29.794,432.31,500.575,6.396,10,3,3917.671,-2074.149,-104.296,-0.031,0.044,-454.081,-1236.923,-1222.973,-1033.613,-874.358,-694.892,-595.932,-410.49,-211.712,-22.205,-0.422,23.411,51.417,70.14,132.183,217.786,
296.052,82779.047,0.974,29.816,432.987,499.116,6.396,10,3,3917.671,-2074.149,-104.296,-0.031,0.044,-443.592,-1233.583,-1219.662,-1033.196,-877.377,-689.811,-607.682,-413.488,-219.528,-25.541,-5.485,19.368,50.579,73.804,134.467,218.465,
295.955,82733.391,0.974,29.835,433.42,498.361,6.396,10,3,3917.671,-2074.149,-104.296,-0.031,0.044,-436.279,-1228.462,-1216.779,-1025.38,-864.543,-674.134,-584.396,-403.102,-209.478,-18.765,-1.688,23.305,52.883,78.41,141.632,222.641,
296.093,82801.773,0.974,29.805,432.702,498.778,6.396,10,3,3917.671,-2074.149,-104.296,-0.031,0.044,-435.738,-1233.249,-1220.196,-1032.467,-872.524,-680.779,-588.028,-399.141,-207.022,-19.286,-1.266,22.241,53.511,76.421,144.331,226.026,
295.991,82751.023,0.974,29.838,433.55,500.437,6.396,10,3,3917.671,-2074.149,-104.296,-0.031,0.044,-445.037,-1239.261,-1224.574,-1036.948,-868.642,-689.085,-598.176,-412.524,-209.813,-22.518,-3.692,20.645,52.359,75.374,141.736,225.462,
296.018,82765.617,0.974,29.85,433.94,496.604,6.396,10,3,3917.671,-2074.149,-104.296,-0.031,0.044,-437.576,-1232.804,-1220.303,-1026.838,-859.475,-679.844,-594.437,-403.745,-206.575,-18.452,-3.903,17.559,51.522,68.36,129.794,214.516,
295.926,82749.344,0.974,29.989,438.053,503.689,6.33,10,4,3917.671,-2074.149,38.602,-0.032,0.044,-390.759,-1186.938,-1182.048,-994.847,-844.484,-667.386,-574.355,-393.574,-196.715,-20.224,-9.389,16.707,50.676,67.732,125.017,207.631,
295.99,82780.211,0.974,29.998,438.142,501.8,6.33,10,4,3917.671,-2074.149,43.889,-0.031,0.044,-413.465,-1210.65,-1206.184,-1014.126,-863.249,-686.594,-588.883,-402.675,-201.07,-24.081,-4.853,21.389,50.257,73.176,136.646,220.834,
295.99,82780.211,0.974,29.998,438.389,504.966,6.33,10,4,3917.671,-2074.149,43.889,-0.031,0.044,-393.895,-1182.706,-1171.933,-996.827,-841.356,-657.523,-567.092,-386.08,-190.24,-8.861,2.325,25.54,59.994,74.432,130.832,212.709,
296.004,82790.023,0.974,30.02,439.064,501.457,6.33,10,4,3917.671,-2074.149,53.477,-0.031,0.044,-398.977,-1193.505,-1189.552,-1008.914,-867.779,-677.977,-584.396,-401.39,-206.652,-24.603,-11.604,12.451,44.394,63.44,126.574,209.098,
295.924,82748.305,0.974,30.006,439.064,501.457,6.33,10,4,3917.671,-2074.149,65.969,-0.031,0.044,-410.005,-1204.527,-1196.599,-1007.977,-855.162,-678.703,-570.296,-390.576,-187.784,-11.989,4.015,28.626,60.204,78.933,141.319,223.091,
295.924,82748.305,0.974,30.006,438.543,500.208,6.33,10,4,3917.671,-2074.149,65.969,-0.031,0.044,-399.085,-1192.837,-1184.426,-1000.265,-841.142,-668.112,-574.355,-391.433,-191.692,-13.344,-2.215,21.922,57.063,73.385,130.832,212.596,
295.994,82781.18,0.974,29.982,438.658,501.596,6.33,10,4,3917.671,-2074.149,9.708,-0.031,0.044,-409.249,-1197.29,-1189.445,-1009.956,-857.319,-678.702,-591.018,-411.347,-219.714,-31.587,-15.929,9.577,41.671,62.498,125.536,211.017,
295.994,82781.18,0.974,29.982,437.9,497.944,6.33,10,4,3917.671,-2074.149,9.708,-0.031,0.044,-416.493,-1200.185,-1196.599,-1003.287,-840.279,-670.292,-564.634,-381.796,-182.09,-6.776,9.193,35.117,64.915,86.052,146.407,228.62,
296.007,82788.797,0.974,29.993,438.263,502.68,6.33,10,4,3917.671,-2074.149,104.223,-0.031,0.044,-385.786,-1182.595,-1173.855,-991.198,-847.613,-655.964,-566.877,-387.257,-188.151,-9.174,-2.321,20.964,57.272,68.36,128.132,211.919,
296.007,82788.797,0.974,29.993,438.263,502.68,6.33,10,4,3917.671,-2074.149,104.223,-0.031,0.044,-399.301,-1187.716,-1182.291,-1004.225,-855.593,-683.478,-587.92,-408.349,-211.153,-27.626,-12.87,10.854,42.718,60.927,122.006,204.133,
295.941,82753.086,0.974,30.027,439.153,504.956,6.33,10,4,3917.671,-2074.149,90.851,-0.031,0.044,-401.68,-1192.281,-1188.271,-1004.746,-848.475,-670.5,-572.645,-390.254,-195.074,-16.888,-1.793,22.879,53.712,73.908,134.258,218.126,
